name,price,disc_price,brand,product_details,ratings,num_ratings
Soon Jung 10 Free Moist Emulsion (120ml),S$17,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung 2x Barrier Intensive Cream (60ml),S$17.10,NaN,ETUDE HOUSE,NaN,0.00 stars,
AC Clean Up Pink Powder Spot (15ml),S$16,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung pH 6.5 Whip Cleanser (150ml),S$14.90,NaN,ETUDE HOUSE,NaN,0.00 stars,
Pore Silicon Cleanser (1ea),S$3.80,NaN,ARITAUM,NaN,0.00 stars,
Fixer Cream Mini (10g),S$4,S$3,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars,
Green Tangerine Vita C Dark Spot Tone Up Cream (50ml),S$22.80,NaN,GOODAL,NaN,5.00 stars,1 review
Contour Cleanser Mini (30g),S$3,S$2,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! Step 1 is the Contour Cleanser, a rich and foaming cleanser that removes impurities while improving blood circulation for that V-shaped look. It contains micro capsules to gently exfoliate dead skin cells and leaves the skin feeling cool and refreshed too! Use together with the Primer Water and Fixer Cream for best results! Don't just cover up - complete your makeup with your skin. Note this is the 30g travel size version.",0.00 stars,
Deep Clean Scrub Tissue (25ea),S$7.70,NaN,A'PIEU,NaN,0.00 stars,
Deep Clean Cleansing Tissue (25ea),S$5.70,NaN,A'PIEU,NaN,0.00 stars,
Madecassoside Intensive Cream (50ml),S$13.80,NaN,A'PIEU,NaN,0.00 stars,
Bamboo Charcoal Natural Soap (90g),S$8.90,NaN,PUREFORET,NaN,5.00 stars,1 review
Centella Multi Lotion (150ml),S$22.50,NaN,PUREFORET,NaN,5.00 stars,3 reviews
Centella Multi Toner (150ml),S$20.90,NaN,PUREFORET,NaN,5.00 stars,1 review
Goodbye Redness Centella Spot Cream (15g),S$16.20,NaN,BENTON,NaN,5.00 stars,2 reviews
Goodbye Redness Centella Gel (100g),S$22.20,NaN,BENTON,NaN,0.00 stars,
Super Vital Cream Rich (50ml),S$130,S$115,IOPE,NaN,0.00 stars,
Dr.Belmeur Advanced Cica Recovery Cream (60ml),S$33.80,NaN,THE FACE SHOP,NaN,5.00 stars,2 reviews
Cassage Lifting Stick (1ea),S$59.90,S$48.90,MAXCLINIC,NaN,0.00 stars,
Glow On Base Oil Volume (30ml),S$20.10,NaN,ETUDE HOUSE,NaN,5.00 stars,4 reviews
Glow On Base Hydra (30ml),S$20.10,NaN,ETUDE HOUSE,NaN,4.33 stars,3 reviews
Black Out Pore Clean Toner (250ml),S$15.20,NaN,SECRET KEY, ,4.50 stars,2 reviews
Polyphenols in Propolis 15% Ampoule (30ml),S$43,NaN,BY WISHTREND,"The Propolis Extract obtained from the Auvergene volcanic region in France contains two Polyphenols, Catechin, and Quercetin. They are good antioxidants, as well as effective ingredients for the nourishment of the skin. In addition, Houtuynia Cordata Extract and Zinc PCA help soothe the skin and has antibacterial properties. Moisturizing agents such as Sodium Hyaluronate, Panthenol, and Betaine effectively provides moisture to the skin.",0.00 stars,
Soothing Toner (150ml),S$16,NaN,PUREFORET,"Did you know that tigers used to sit in centella plants to heal their wounds? Pureforet’s Soothing Toner uses madecassic acid extracted from centella plants to soothe, repair and hydrate the skin, healing acne spots and calming irritations. This formula is made without 20 potentially harmful ingredients and contains over 70% of natural plant-based ingredients, making it suitable for all skin types, especially those of us with easily irritated and acne-prone skins. Gently pat in to prep the skin, or use it as a mask pack for a quick fix!",4.50 stars,2 reviews
Vita C Talk Gel Cream (60ml),S$21.10,NaN,ETUDE HOUSE,"Sure, you can walk the walk, but can you Vita C Talk? This range from Etude House is rich in vitamin C derived from lemon extracts to brighten dull complexions. The Gel Cream is a lightweight moisturizer that's infused with carbonated water and niacinamide to smoothen and lighten dark spots, leaving you with a fresh, bright skin! Use with the Boosting Water to make this a dynamic duo!",0.00 stars,
Intensive Revitalizing Essence (45ml),S$207.90,S$101.50,THE HISTORY OF WHOO,NaN,0.00 stars,
Fresh Cica Plus Clear Serum (50ml),S$25.40,NaN,NACIFIC,"It is effective for sensitive skin with a weak skin barrier, thanks to Green Cica Complex, which is a highly concentrated Centella Asiatica that helps to soothe and hydrate irritated skin. Your skin will thank you for this!",5.00 stars,1 review
Fresh Cica Plus Clear Toner (150ml),S$24.10,NaN,NACIFIC,"FRESH CICA PLUS CLEAR
It's if effective for weak and sensitive skin because Green Cica Complex, which is highly concentrated Centella Asiatica is effective for sensitive skin care, is included!",4.00 stars,3 reviews
Fresh Herb Origin Cotton Toner (70ea / 170ml),S$25.20,NaN,NACIFIC,"Wipe away your skin troubles with the Fresh Witch Hazel Pad Toner! Freshen your skin with these super handy pads soaked in a solution made with witch hazel extracts. They work to remove leftover residue, dead skin cells, soothe and prep the skin to take on your skincare regime. They're also packed with antibacterial properties to help purify and heal troubled spots while minimizing enlarged pores for even, healthy skin.",4.50 stars,6 reviews
Moistfull Collagen Deep Cream (75ml),S$23,NaN,ETUDE HOUSE,NaN,0.00 stars,
Moistfull Collagen Essence (80ml),S$22.70,NaN,ETUDE HOUSE,NaN,5.00 stars,1 review
Real Art Cleansing Oil Balm (30ml),S$4.60,NaN,ETUDE HOUSE,NaN,0.00 stars,
Real Propolis Water Treatment (170ml),S$29.70,NaN,ETUDE HOUSE,NaN,0.00 stars,
Real Propolis Emulsion (150ml),S$29.30,NaN,ETUDE HOUSE,NaN,0.00 stars,
AC Clean Up Pink Powder Spot (15ml),S$16,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung pH 6.5 Whip Cleanser (150ml),S$14.90,NaN,ETUDE HOUSE,NaN,0.00 stars,
Pore Silicon Cleanser (1ea),S$3.80,NaN,ARITAUM,NaN,0.00 stars,
Fixer Cream Mini (10g),S$4,S$3,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars,
Green Tangerine Vita C Dark Spot Tone Up Cream (50ml),S$22.80,NaN,GOODAL,NaN,5.00 stars,1 review
Contour Cleanser Mini (30g),S$3,S$2,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! Step 1 is the Contour Cleanser, a rich and foaming cleanser that removes impurities while improving blood circulation for that V-shaped look. It contains micro capsules to gently exfoliate dead skin cells and leaves the skin feeling cool and refreshed too! Use together with the Primer Water and Fixer Cream for best results! Don't just cover up - complete your makeup with your skin. Note this is the 30g travel size version.",0.00 stars,
Deep Clean Scrub Tissue (25ea),S$7.70,NaN,A'PIEU,NaN,0.00 stars,
Deep Clean Cleansing Tissue (25ea),S$5.70,NaN,A'PIEU,NaN,0.00 stars,
Real Propolis Cream (50ml),S$33.80,NaN,ETUDE HOUSE,NaN,0.00 stars,
One Day One Drop Real Ampoule (30ml),S$22.50,NaN,ETUDE HOUSE,NaN,0.00 stars,
Wonder Pore Deep Foaming Cleanser (150g),S$12.40,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung 5.5 Foam Cleanser (150ml),S$12.30,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung Lip & Eye Remover (100ml),S$10.20,NaN,ETUDE HOUSE,NaN,0.00 stars,
AC Clean Up Pink Powder Mask (100ml),S$15.90,NaN,ETUDE HOUSE,NaN,0.00 stars,
AC Clean Up Cleansing Foam (150ml),S$12.80,NaN,ETUDE HOUSE,NaN,0.00 stars,
AC Clean Up Facial Toner (200ml),S$19.50,NaN,ETUDE HOUSE,NaN,0.00 stars,
Fresh Pink Calming Soap (1ea),S$25.70,S$18.30,NACIFIC,NaN,0.00 stars,
Fresh Teatree Soap (1ea),S$25.70,S$18.30,NACIFIC,NaN,5.00 stars,1 review
Phyto Niacin Whitening Toner (150ml),S$30.80,S$24.60,NACIFIC,NaN,5.00 stars,1 review
UV Shield Sun Tone Up Base 50+ PA+++ (60ml),S$52.20,S$38.50,IOPE,NaN,0.00 stars,
Cream Skin Milk Oil Cleanser (200ml),S$40,NaN,LANEIGE,NaN,5.00 stars,2 reviews
Shea Butter Chok Chok Face & Body Cream (250ml),S$9.40,NaN,TONYMOLY,NaN,0.00 stars,
Soothing Q (6patch),S$16,S$11.40,ACROPASS,NaN,0.00 stars,
Soybean Energy Oil EX (30ml),S$33.70,NaN,INNISFREE,NaN,4.50 stars,2 reviews
Deep Clear Moisture Foam Cleanser (150ml),S$18,S$14.30,SUR.MEDIC+,NaN,4.00 stars,1 review
Let's Carrot Multi Oil (30ml),S$22.70,NaN,BENTON,NaN,0.00 stars,
Dr.Belmeur Advanced Cica Hydro Cream (60ml),S$33.80,NaN,THE FACE SHOP,NaN,5.00 stars,1 review
Acid-Duo Hibiscus 63 Cream (50ml),S$29.50,NaN,BY WISHTREND,"Need a solution for clogged pores, pigmentation, or a dull complexion? BY WISHTREND Acid-Duo Hibiscus 63 Cream will have you covered! Thanks to hero ingredients such as LHA, PHA, and Hibiscus Flower Extract 63%, this cream is rich in antioxidants and gentle exfoliating properties to help minimize acne, blur out fine lines, and reduce pigmentation for healthier skin that looks untouched by time. This product is suitable for all skin types as it is cruelty-free and does not contain ethanol, steroids, artificial coloring and fragrance.",5.00 stars,3 reviews
Soothing Ampoule (30ml),S$15.80,NaN,PUREFORET,"Did you know that tigers used to sit in centella plants to heal their wounds? Pureforet’s Soothing Ampoule uses madecassic acid extracted from centella plants to soothe, repair and hydrate the skin, healing acne spots and calming irritations. This formula is made without 20 potentially harmful ingredients and contains over 70% of natural plant-based ingredients, making it suitable for all skin types, especially those of us with easily irritated and acne-prone skins.",1.00 stars,1 review
Giibon Care Soothing Gel (150ml),S$12.10,NaN,GIIBON,"Tired, irritated skin is not a good look, so keep your skin looking healthy and even with Giibon’s Care Soothing Gel! This lightweight gel is made with olive and eucalyptus oil to hydrate and improve the elasticity of the skin while calming redness. It absorbs quickly into the skin, leaving it feeling refreshed and non-sticky. Keep this handy for those extra hot days so you and your skin can stay cool!",0.00 stars,
Vita C Talk Serum (30ml),S$24.10,NaN,ETUDE HOUSE,Containing rich & popping vitamin! Brighten and clear your troublesome skin with this daily vitamin serum!,0.00 stars,
Pick & Clean Remover Tissue (20ea),S$4.30,NaN,ETUDE HOUSE,A no-wash cleansing tissue that contains cleansing water to remove eye and lip makeup easily and quickly.,0.00 stars,
AC Clean Up Pink Powder Spot (15ml),S$16,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung pH 6.5 Whip Cleanser (150ml),S$14.90,NaN,ETUDE HOUSE,NaN,0.00 stars,
Pore Silicon Cleanser (1ea),S$3.80,NaN,ARITAUM,NaN,0.00 stars,
Fixer Cream Mini (10g),S$4,S$3,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars,
Green Tangerine Vita C Dark Spot Tone Up Cream (50ml),S$22.80,NaN,GOODAL,NaN,5.00 stars,1 review
Contour Cleanser Mini (30g),S$3,S$2,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! Step 1 is the Contour Cleanser, a rich and foaming cleanser that removes impurities while improving blood circulation for that V-shaped look. It contains micro capsules to gently exfoliate dead skin cells and leaves the skin feeling cool and refreshed too! Use together with the Primer Water and Fixer Cream for best results! Don't just cover up - complete your makeup with your skin. Note this is the 30g travel size version.",0.00 stars,
Deep Clean Scrub Tissue (25ea),S$7.70,NaN,A'PIEU,NaN,0.00 stars,
Deep Clean Cleansing Tissue (25ea),S$5.70,NaN,A'PIEU,NaN,0.00 stars,
Snow White Milky Lotion (120g),S$19.70,NaN,SECRET KEY,NaN,0.00 stars,
Vita C Talk Boosting Water (150ml),S$23.80,NaN,ETUDE HOUSE,"Sure, you can walk the walk, but can you Vita C Talk? This range from Etude House is rich in vitamin C derived from lemon extracts to brighten dull complexions. The Booster Water is a lightweight toner that's infused with carbonated water and niacinamide to smoothen and lighten dark spots while whisking away any leftover impurities and dead skin cells. The result? You'll be left with fresh, bright skin! Use with the Gel Cream to make this a dynamic duo!",5.00 stars,1 review
Essential Balancing Emulsion EX (125ml),S$79.80,NaN,SULWHASOO,NaN,4.50 stars,2 reviews
Essential Balancing Water EX (125ml),S$73,NaN,SULWHASOO,NaN,5.00 stars,2 reviews
Multi Toning Essence (200ml),S$18.70,S$16,NELLA,"Looking for some sweet, glowy skin? We got you, honey! Nella's Multi Toning Essence is a 3-in-1 solution that works as a toner, lotion, and essence, giving your skin a great beauty boost with a radiance too. Containing nourishing honey, propolis, and royal jelly, it helps to moisturize while returning its glow and vitality. This product also has snail mucin extracts to smoothen, hydrate and repair the skin, so you'll have supple, radiant skin that's none to beat!",4.44 stars,130 reviews
Nude Fantasy Whitening Cream (55ml),S$21.60,NaN,CHICA-Y-CHICO,NaN,4.41 stars,49 reviews
Real Fresh Foam (160g) Blueberry,S$30,NaN,NEOGEN,NaN,0.00 stars,
Yuja Niacin 30 Days Brightening Sleeping Mask (60g),S$26.40,NaN,SOME BY MI,NaN,0.00 stars,
Yuja Niacin Brightening Moisture Gel Cream (100ml),S$21.40,NaN,SOME BY MI,NaN,0.00 stars,
Yuja Niacin 30 Days Blemish Care Serum (50ml),S$26.90,NaN,SOME BY MI,NaN,0.00 stars,
Yuja Niacin 30 Days Miracle Brightening Toner (150ml),S$24.70,NaN,SOME BY MI,NaN,0.00 stars,
Day-Light Protection Sun Screen SPF50/PA+++ (50ml),S$32.10,S$26.30,NEOGEN,NaN,0.00 stars,
Real Fresh Cleansing Stick Green Tea (80g),S$24.20,S$21,NEOGEN,NaN,0.00 stars,
Real Ferment Micro Essence (150ml),S$48.70,S$44.10,NEOGEN,NaN,0.00 stars,
Real Ferment Micro Serum (30ml),S$48.70,S$40.50,NEOGEN,NaN,0.00 stars,
Galactomyces Ampoule 97% (150ml),S$44.90,S$21.60,RIRE,NaN,0.00 stars,
Slim Cover Sun Base SPF50+ PA++++ (30ml),S$13,NaN,ARITAUM,NaN,0.00 stars,
Goblin Blackhead Peeling Pad (5ea),S$2.20,NaN,A'PIEU,"Let the goblins work their magic on your blackheads with these peeling pads! Formulated with charcoal powder and blackjack plant extract, these dual-sided pads come with a smooth side soaked in a peeling essence and an embossed side that helps exfoliate the skin. This helps whisk away dead skin cells and impurities from the pores too, leaving the skin feeling soft, smooth and clean, perfect for taking on the rest of your skincare routine more effectively!",4.40 stars,5 reviews
AC Clean Up Pink Powder Spot (15ml),S$16,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung pH 6.5 Whip Cleanser (150ml),S$14.90,NaN,ETUDE HOUSE,NaN,0.00 stars,
