name,price,disc_price,brand,product_details,ratings
Vita C Talk Serum (30ml),RM73,NaN,ETUDE HOUSE,Containing rich & popping vitamin! Brighten and clear your troublesome skin with this daily vitamin serum!,0.00 stars
Fresh Herb Origin Cotton Toner (70ea / 170ml),RM62,NaN,NACIFIC,"Wipe away your skin troubles with the Fresh Witch Hazel Pad Toner! Freshen your skin with these super handy pads soaked in a solution made with witch hazel extracts. They work to remove leftover residue, dead skin cells, soothe and prep the skin to take on your skincare regime. They're also packed with antibacterial properties to help purify and heal troubled spots while minimizing enlarged pores for even, healthy skin.",4.50 stars
Moistfull Collagen Cleansing Foam (185ml),RM35,NaN,ETUDE HOUSE,NaN,0.00 stars
Soon Jung 5.5 Foam Cleanser (150ml),RM36,NaN,ETUDE HOUSE,NaN,0.00 stars
AC Clean Up Pink Powder Spot (15ml),RM48,NaN,ETUDE HOUSE,NaN,0.00 stars
UV Shield Sun Tone Up Base 50+ PA+++ (60ml),RM159,RM117,IOPE,NaN,0.00 stars
Deep Clean Scrub Tissue (25ea),RM21,NaN,A'PIEU,NaN,0.00 stars
Deep Clean Foam Cleanser (130ml)_Whipping,RM19,NaN,A'PIEU,NaN,0.00 stars
Fixer Cream Mini (10g),RM12,RM9,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars
Red Energy Recovery Serum (50ml),RM165,NaN,MAMONDE,NaN,5.00 stars
Aloe Propolis Soothing Gel (100ml),RM80,RM64,BENTON,NaN,4.00 stars
Kyungsung Jawoon Facial Cleanser (120ml),RM75,RM52,CENTURY RECIPES,NaN,4.33 stars
Starting Treatment Aura Mist (100ml),RM47,NaN,SECRET KEY,NaN,5.00 stars
Green Tea & Enzyme Powder Wash (70g),RM84,NaN,BY WISHTREND,"K-beauty is always coming up with the most innovative ways to achieve beautiful skin! But you must be wondering: Why enzyme powder cleansers? BY WISHTREND Green Tea & Enzyme Powder Wash is made with a fine mixture of Green Tea powder and Papain enzyme that gives you the nourishing power of cleansing and exfoliation at the same time. This product will gently melt away impurities, blackheads, and dead skin cells for healthier-looking skin. The best part of this DIY cleanser is you get to decide the desired amount of water to mix with the powder!",0.00 stars
Banchic Oil Control Powder Mist (30ml),RM28,NaN,TORRIDEN,"Say hello to our small but mighty weapon against oily skin! Torriden's Banchic Oil Control Powder Mist is the stuff of legends: it immediately mattifies any oiliness without drying up the skin. Instead of patting with an oil-control sheet that could dehydrate the skin or move your makeup around, the Banchic mist spritzes on a powder that soaks up the oil, while a hydrating formula ensures the skin stays supple to the touch. Keep this in your purse for quick and easy touch-ups on-the-go!",4.27 stars
Soybean Energy Essence (150ml),RM133,NaN,INNISFREE,"Innisfree's Soybean Energy Essence is made of 91% naturally fermented Jeju soybean extract to purify, smoothen and brighten the skin, leaving you with a supple, radiant complexion. The soybean extract works as a skin activator to protect it from harmful external factors while simultaneously calming and moisturizing the skin. Give this essence a try, especially when your skin feels rough or dry to the touch.",4.21 stars
Deep Clean Foam Cleanser (130ml)_Moist,RM18,NaN,A'PIEU,NaN,0.00 stars
Madecassoside Cica Balm (15ml),RM34,NaN,A'PIEU,NaN,0.00 stars
Soybean Energy Oil EX (30ml),RM102,NaN,INNISFREE,NaN,4.50 stars
Houttuynia Cordata Natural Soap (90g),RM26,NaN,PUREFORET,NaN,0.00 stars
Centella Multi Toner (150ml),RM62,NaN,PUREFORET,NaN,5.00 stars
Honest Cleansing Foam (150g),RM50,RM42,BENTON,NaN,0.00 stars
Fundamental Watery Oil Drop (50ml),RM116,NaN,"DEAR, KLAIRS",NaN,5.00 stars
Supple Preparation All Over Lotion (250ml),RM105,NaN,"DEAR, KLAIRS",NaN,4.64 stars
Clarifying Mask EX (150ml),RM170,NaN,SULWHASOO,"Clear out your pores the natural way with Sulwhasoo's Clarifying Mask EX, a nutrient rich clarifying mask made with herbal ingredients such as jade, honey, and gold. These luxurious components work to refresh the skin, improving vitality while working to combat aging signs and removing dead skin cells, ensuring that your skin stays youthful and supple. Plus, we love the natural fragrance of Korean red pine and lavender that relaxes the senses too. Mask and chill, anyone?",4.62 stars
Moistfull Collagen Essence (80ml),RM68,NaN,ETUDE HOUSE,NaN,5.00 stars
Fresh Herb Origin Toner (150ml),RM94,RM73,NACIFIC,NaN,3.00 stars
Green Tangerine Vita C Cream (50ml),RM75,NaN,GOODAL,NaN,0.00 stars
Shea Butter Chok Chok Face & Body Cream (250ml),RM27,NaN,TONYMOLY,NaN,0.00 stars
Deep Clean Foam Cleanser (130ml)_Pore,RM19,NaN,A'PIEU,NaN,0.00 stars
Soothing Q (6patch),RM49,RM35,ACROPASS,NaN,0.00 stars
Goodbye Redness Centella Gel (100g),RM67,NaN,BENTON,NaN,0.00 stars
Glow On Base Oil Volume (30ml),RM60,NaN,ETUDE HOUSE,NaN,5.00 stars
Polyphenols in Propolis 15% Ampoule (30ml),RM129,NaN,BY WISHTREND,"The Propolis Extract obtained from the Auvergene volcanic region in France contains two Polyphenols, Catechin, and Quercetin. They are good antioxidants, as well as effective ingredients for the nourishment of the skin. In addition, Houtuynia Cordata Extract and Zinc PCA help soothe the skin and has antibacterial properties. Moisturizing agents such as Sodium Hyaluronate, Panthenol, and Betaine effectively provides moisture to the skin.",0.00 stars
Giibon Care Soothing Gel (150ml),RM35,NaN,GIIBON,"Tired, irritated skin is not a good look, so keep your skin looking healthy and even with Giibon’s Care Soothing Gel! This lightweight gel is made with olive and eucalyptus oil to hydrate and improve the elasticity of the skin while calming redness. It absorbs quickly into the skin, leaving it feeling refreshed and non-sticky. Keep this handy for those extra hot days so you and your skin can stay cool!",0.00 stars
Soothing Toner (150ml),RM47,NaN,PUREFORET,"Did you know that tigers used to sit in centella plants to heal their wounds? Pureforet’s Soothing Toner uses madecassic acid extracted from centella plants to soothe, repair and hydrate the skin, healing acne spots and calming irritations. This formula is made without 20 potentially harmful ingredients and contains over 70% of natural plant-based ingredients, making it suitable for all skin types, especially those of us with easily irritated and acne-prone skins. Gently pat in to prep the skin, or use it as a mask pack for a quick fix!",4.50 stars
Snail Bee High Content Skin (150ml),RM74,NaN,BENTON,NaN,5.00 stars
Pick & Clean Remover Tissue (20ea),RM13,NaN,ETUDE HOUSE,A no-wash cleansing tissue that contains cleansing water to remove eye and lip makeup easily and quickly.,0.00 stars
Vita C Talk Gel Cream (60ml),RM64,NaN,ETUDE HOUSE,"Sure, you can walk the walk, but can you Vita C Talk? This range from Etude House is rich in vitamin C derived from lemon extracts to brighten dull complexions. The Gel Cream is a lightweight moisturizer that's infused with carbonated water and niacinamide to smoothen and lighten dark spots, leaving you with a fresh, bright skin! Use with the Boosting Water to make this a dynamic duo!",0.00 stars
Moistfull Collagen Deep Cream (75ml),RM69,NaN,ETUDE HOUSE,NaN,0.00 stars
Fixer Cream Mini (10g),RM12,RM9,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars
Red Energy Recovery Serum (50ml),RM165,NaN,MAMONDE,NaN,5.00 stars
Aloe Propolis Soothing Gel (100ml),RM80,RM64,BENTON,NaN,4.00 stars
Kyungsung Jawoon Facial Cleanser (120ml),RM75,RM52,CENTURY RECIPES,NaN,4.33 stars
Starting Treatment Aura Mist (100ml),RM47,NaN,SECRET KEY,NaN,5.00 stars
Green Tea & Enzyme Powder Wash (70g),RM84,NaN,BY WISHTREND,"K-beauty is always coming up with the most innovative ways to achieve beautiful skin! But you must be wondering: Why enzyme powder cleansers? BY WISHTREND Green Tea & Enzyme Powder Wash is made with a fine mixture of Green Tea powder and Papain enzyme that gives you the nourishing power of cleansing and exfoliation at the same time. This product will gently melt away impurities, blackheads, and dead skin cells for healthier-looking skin. The best part of this DIY cleanser is you get to decide the desired amount of water to mix with the powder!",0.00 stars
Banchic Oil Control Powder Mist (30ml),RM28,NaN,TORRIDEN,"Say hello to our small but mighty weapon against oily skin! Torriden's Banchic Oil Control Powder Mist is the stuff of legends: it immediately mattifies any oiliness without drying up the skin. Instead of patting with an oil-control sheet that could dehydrate the skin or move your makeup around, the Banchic mist spritzes on a powder that soaks up the oil, while a hydrating formula ensures the skin stays supple to the touch. Keep this in your purse for quick and easy touch-ups on-the-go!",4.27 stars
Soybean Energy Essence (150ml),RM133,NaN,INNISFREE,"Innisfree's Soybean Energy Essence is made of 91% naturally fermented Jeju soybean extract to purify, smoothen and brighten the skin, leaving you with a supple, radiant complexion. The soybean extract works as a skin activator to protect it from harmful external factors while simultaneously calming and moisturizing the skin. Give this essence a try, especially when your skin feels rough or dry to the touch.",4.21 stars
Real Art Cleansing Oil Balm (30ml),RM14,NaN,ETUDE HOUSE,NaN,0.00 stars
Real Art Cleansing Oil Perfect (185ml),RM57,NaN,ETUDE HOUSE,NaN,0.00 stars
Soon Jung Barrier Cream (75ml),RM70,NaN,ETUDE HOUSE,NaN,5.00 stars
Curl Fix Mascara Remover (80ml),RM20,NaN,ETUDE HOUSE,NaN,0.00 stars
Soon Jung 2x Barrier Intensive Cream (60ml),RM52,NaN,ETUDE HOUSE,NaN,0.00 stars
AC Clean Up Facial Toner (200ml),RM57,NaN,ETUDE HOUSE,NaN,0.00 stars
Phyto Niacin Whitening Toner (150ml),RM94,RM73,NACIFIC,NaN,5.00 stars
Wonder Pore Cream (75ml),RM60,NaN,ETUDE HOUSE,NaN,5.00 stars
Deep Clean Cleansing Tissue (25ea),RM16,NaN,A'PIEU,NaN,0.00 stars
Under Eye Care (2pouch+1essence),RM82,RM67,ACROPASS,NaN,0.00 stars
Aloe Hyaluron Cream (50g),RM82,RM67,BENTON,NaN,0.00 stars
Let's Carrot Multi Oil (30ml),RM68,NaN,BENTON,NaN,0.00 stars
Goodbye Redness Centella Spot Cream (15g),RM50,NaN,BENTON,NaN,5.00 stars
Super Vital Cream Rich (50ml),RM410,RM347,IOPE,NaN,0.00 stars
Dr.Belmeur Advanced Cica Hydro Cream (60ml),RM103,NaN,THE FACE SHOP,NaN,5.00 stars
Oil Remobong (4g),RM22,NaN,A'PIEU,"Got a stray smudge you need to take care of? A'Pieu'S Oil Remobong sticks are the perfect tool! These plush cotton swabs contain olive oil to easily and quickly remove any stray makeup while keeping the skin moisturized. They're gentle on sensitive areas like the eyes and lips, and are easily disposable for convenient, hygienic use. Keep some of these handy when you're out and about for perfect makeup anytime, anywhere.",0.00 stars
Intensive Revitalizing Essence (45ml),RM626,RM306,THE HISTORY OF WHOO,NaN,0.00 stars
Essential Balancing Emulsion EX (125ml),RM239,NaN,SULWHASOO,NaN,4.50 stars
Real Propolis Water Treatment (170ml),RM89,NaN,ETUDE HOUSE,NaN,0.00 stars
Real Propolis Emulsion (150ml),RM88,NaN,ETUDE HOUSE,NaN,0.00 stars
Real Propolis Ampoule (50ml),RM98,NaN,ETUDE HOUSE,NaN,0.00 stars
Real Propolis Cream (50ml),RM102,NaN,ETUDE HOUSE,NaN,0.00 stars
One Day One Drop Real Ampoule (30ml),RM68,NaN,ETUDE HOUSE,NaN,0.00 stars
Wonder Pore Deep Foaming Cleanser (150g),RM36,NaN,ETUDE HOUSE,NaN,0.00 stars
Soon Jung Lip & Eye Remover (100ml),RM31,NaN,ETUDE HOUSE,NaN,0.00 stars
AC Clean Up Pink Powder Mask (100ml),RM48,NaN,ETUDE HOUSE,NaN,0.00 stars
AC Clean Up Cleansing Foam (150ml),RM38,NaN,ETUDE HOUSE,NaN,0.00 stars
Fresh EM Soap (1ea),RM39,RM31,NACIFIC,NaN,0.00 stars
Fresh Pink Calming Soap (1ea),RM78,RM55,NACIFIC,NaN,0.00 stars
Fresh Teatree Soap (1ea),RM78,RM55,NACIFIC,NaN,5.00 stars
Mung Beans Natural Soap (90g),RM26,NaN,PUREFORET,NaN,0.00 stars
Essential Balancing Water EX (125ml),RM219,NaN,SULWHASOO,NaN,5.00 stars
First Care Activating Serum EX (60ml),RM343,NaN,SULWHASOO,"Sometimes old really is gold, and this rings especially true with Sulwhasoo's First Care Activating Serum EX. Made with a tried-and-true recipe, this concentrate is meticulously concocted with peony, sacred lotus, Solomon's Seal, white lily and Rehmannia extracts over an 18-hour process that's 180% more concentrated than its predecessors. Its JAUM Balancing Complex fights off signs of ageing while balancing the skin with hydration and rejuvenation properties, giving you a glowing, radiant complexion that's smooth and supple.",4.65 stars
